Start time = Sat Mar  6 19:59:36 2021

Format: rel.time(s) press(Pa) altitude(m) temp(oC) [pitch roll yaw](rad) [ax ay az](Gs)

-12.0107;por definir;[0.014, 0.075, 0.985];[359.316, 4.38, 199.72];1615060783.56103
-12.0269;por definir;[0.01, 0.076, 0.985];[359.311, 4.378, 199.662];1615060783.59461
-12.0269;por definir;[0.01, 0.076, 0.983];[359.314, 4.374, 199.612];1615060783.62804
-12.0754;por definir;[0.013, 0.076, 0.985];[359.314, 4.378, 199.575];1615060783.6662
-12.0895;por definir;[0.012, 0.076, 0.985];[359.312, 4.379, 199.491];1615060783.72937
-12.0895;por definir;[0.011, 0.076, 0.986];[359.312, 4.379, 199.491];1615060783.72937
-12.0633;por definir;[0.011, 0.075, 0.984];[359.309, 4.381, 199.391];1615060783.79872
-12.0633;por definir;[0.011, 0.075, 0.988];[359.308, 4.377, 199.35];1615060783.82879
-12.0673;por definir;[0.012, 0.076, 0.984];[359.31, 4.377, 199.288];1615060783.8731
-12.0673;por definir;[0.012, 0.076, 0.984];[359.309, 4.377, 199.261];1615060783.8907
-12.0673;por definir;[0.013, 0.075, 0.986];[359.309, 4.377, 199.261];1615060783.8907
-12.0673;por definir;[0.013, 0.074, 0.986];[359.305, 4.375, 199.2];1615060783.93797
-12.039;por definir;[0.01, 0.076, 0.986];[359.305, 4.375, 199.2];1615060783.93797
-12.039;por definir;[0.013, 0.074, 0.986];[359.307, 4.375, 199.184];1615060783.97981
-12.0067;por definir;[0.013, 0.075, 0.986];[359.306, 4.376, 199.163];1615060784.00976
-12.0067;por definir;[0.011, 0.076, 0.986];[359.303, 4.374, 199.113];1615060784.0479
-12.037;por definir;[0.012, 0.076, 0.986];[359.303, 4.38, 198.987];1615060784.11035
-12.0309;por definir;[0.013, 0.074, 0.985];[359.303, 4.38, 198.987];1615060784.11035
-12.0471;por definir;[0.012, 0.076, 0.984];[359.299, 4.376, 198.941];1615060784.1779
-12.039;por definir;[0.011, 0.076, 0.986];[359.299, 4.376, 198.941];1615060784.1779
-12.043;por definir;[0.012, 0.074, 0.986];[359.299, 4.368, 198.956];1615060784.24521
-12.043;por definir;[0.012, 0.076, 0.985];[359.299, 4.368, 198.956];1615060784.24521
-12.0107;por definir;[0.01, 0.075, 0.986];[359.298, 4.37, 198.95];1615060784.28137
-12.0168;por definir;[0.014, 0.075, 0.985];[359.298, 4.368, 198.951];1615060784.34724
-12.0168;por definir;[0.011, 0.076, 0.985];[359.298, 4.368, 198.951];1615060784.34724
-12.0168;por definir;[0.012, 0.076, 0.987];[359.293, 4.371, 198.953];1615060784.3849
-12.0107;por definir;[0.011, 0.076, 0.986];[359.296, 4.368, 198.979];1615060784.41563
-12.0127;por definir;[0.012, 0.075, 0.985];[359.297, 4.368, 198.986];1615060784.44978
-11.9885;por definir;[0.012, 0.075, 0.986];[359.296, 4.366, 198.986];1615060784.48249
-12.0148;por definir;[0.012, 0.075, 0.986];[359.291, 4.366, 198.987];1615060784.52181
-11.9905;por definir;[0.013, 0.076, 0.986];[359.292, 4.371, 198.973];1615060784.58464
-11.9925;por definir;[0.011, 0.076, 0.986];[359.292, 4.371, 198.973];1615060784.58464
-12.0067;por definir;[0.011, 0.075, 0.985];[359.292, 4.373, 198.928];1615060784.65843
-12.0228;por definir;[0.012, 0.075, 0.986];[359.293, 4.374, 198.934];1615060784.71294
-12.0228;por definir;[0.012, 0.075, 0.986];[359.293, 4.374, 198.934];1615060784.71294
-12.0168;por definir;[0.012, 0.076, 0.985];[359.293, 4.374, 198.934];1615060784.71294
-12.0148;por definir;[0.012, 0.076, 0.985];[359.296, 4.378, 198.956];1615060784.7817
-12.0148;por definir;[0.013, 0.076, 0.986];[359.296, 4.378, 198.956];1615060784.7817
-12.0026;por definir;[0.012, 0.074, 0.986];[359.294, 4.374, 199.068];1615060784.84999
-11.9824;por definir;[0.011, 0.076, 0.986];[359.297, 4.377, 199.062];1615060784.88391
-11.9824;por definir;[0.014, 0.075, 0.986];[359.296, 4.376, 199.022];1615060784.91612
-11.9865;por definir;[0.014, 0.075, 0.985];[359.296, 4.376, 199.022];1615060784.91612
-12.0026;por definir;[0.012, 0.076, 0.985];[359.295, 4.378, 198.991];1615060784.98327
-11.9845;por definir;[0.011, 0.075, 0.984];[359.293, 4.379, 199.012];1615060785.01552
-11.9946;por definir;[0.012, 0.075, 0.985];[359.292, 4.377, 199.039];1615060785.05109
-11.9885;por definir;[0.012, 0.076, 0.986];[359.294, 4.381, 199.112];1615060785.08553
-12.0047;por definir;[0.012, 0.074, 0.987];[359.294, 4.381, 199.112];1615060785.08553
-12.0047;por definir;[0.014, 0.074, 0.986];[359.292, 4.377, 199.311];1615060785.15106
-11.9804;por definir;[0.012, 0.076, 0.984];[359.292, 4.375, 199.354];1615060785.17686
-11.9804;por definir;[0.01, 0.076, 0.985];[359.292, 4.375, 199.354];1615060785.17686
-11.9804;por definir;[0.013, 0.075, 0.986];[359.294, 4.379, 199.34];1615060785.24451
-11.9784;por definir;[0.012, 0.076, 0.985];[359.294, 4.379, 199.34];1615060785.24451
-12.041;por definir;[0.012, 0.076, 0.986];[359.293, 4.378, 199.332];1615060785.28091
-12.041;por definir;[0.012, 0.075, 0.985];[359.292, 4.376, 199.337];1615060785.31902
-12.0451;por definir;[0.011, 0.076, 0.984];[359.293, 4.379, 199.377];1615060785.35191
-12.0693;por definir;[0.011, 0.077, 0.985];[359.292, 4.378, 199.421];1615060785.38535
-12.0572;por definir;[0.013, 0.076, 0.985];[359.295, 4.378, 199.457];1615060785.41876
-12.0491;por definir;[0.012, 0.076, 0.985];[359.293, 4.376, 199.487];1615060785.48235
-12.035;por definir;[0.012, 0.075, 0.985];[359.295, 4.375, 199.473];1615060785.52021
-12.035;por definir;[0.014, 0.075, 0.983];[359.295, 4.375, 199.473];1615060785.52021
-12.0713;por definir;[0.01, 0.076, 0.983];[359.295, 4.375, 199.469];1615060785.5549
-12.0734;por definir;[0.012, 0.076, 0.985];[359.297, 4.376, 199.486];1615060785.58571
-12.0915;por definir;[0.013, 0.075, 0.985];[359.298, 4.376, 199.508];1615060785.62004
-12.0835;por definir;[0.011, 0.075, 0.985];[359.299, 4.373, 199.51];1615060785.6524
-12.0855;por definir;[0.014, 0.075, 0.985];[359.306, 4.374, 199.527];1615060785.692
-12.0895;por definir;[0.012, 0.075, 0.986];[359.299, 4.374, 199.611];1615060785.75633
-12.0895;por definir;[0.009, 0.076, 0.985];[359.305, 4.373, 199.632];1615060785.78891
-12.0572;por definir;[0.012, 0.076, 0.986];[359.305, 4.373, 199.632];1615060785.78891
-12.0875;por definir;[0.013, 0.075, 0.983];[359.3, 4.37, 199.574];1615060785.85485
-12.0814;por definir;[0.013, 0.075, 0.983];[359.302, 4.371, 199.55];1615060785.87731
-12.0835;por definir;[0.012, 0.076, 0.984];[359.304, 4.373, 199.524];1615060785.90583
-12.0835;por definir;[0.012, 0.076, 0.984];[359.303, 4.375, 199.539];1615060785.94539
-12.1077;por definir;[0.012, 0.075, 0.985];[359.303, 4.375, 199.572];1615060785.97835
-12.1077;por definir;[0.01, 0.076, 0.986];[359.303, 4.375, 199.572];1615060785.97835
